tweets,sentiments,clean_tweet_wordlist,clean_tweet_sentence
"@lindseyasuer hi! i see u like fourfiveseconds and think u might like ""deaf ears"" https://t.co/no9b1b1vtn .plz let me know what u think :)",1.0,"['hi', 'see', 'u', 'like', 'fourfivesecond', 'think', 'u', 'might', 'like', 'deaf', 'ear']",hi see u like fourfivesecond think u might like deaf ear
"@whitezoey great, i went to kardamena, last summer, amazing  beaches and wonderful sea, but this year it's time to go samos #greece :) :) !!",1.0,"['great', 'went', 'kardamena', 'last', 'summer', 'amaz', 'beach', 'wonder', 'sea', 'year', 'time', 'go', 'samo', 'greec', ':)', ':)']",great went kardamena last summer amaz beach wonder sea year time go samo greec :) :)
"the chicken in my caesar salad was a tad bland, but i can live with that. :) @freshmenublr",1.0,"['chicken', 'caesar', 'salad', 'tad', 'bland', 'live', ':)']",chicken caesar salad tad bland live :)
"@carterreynolds i love it how your not afraid to respond to hate :)
ily x x x",1.0,"['love', 'afraid', 'respond', 'hate', ':)', 'ili', 'x', 'x', 'x']",love afraid respond hate :) ili x x x
first leg of the @magictrikband tour is going well! :d #music #band #rock #magictrik #tour https://t.co/cqhqwfa7ft,1.0,"['first', 'leg', 'tour', 'go', 'well', ':d', 'music', 'band', 'rock', 'magictrik', 'tour']",first leg tour go well :d music band rock magictrik tour
@sakshij020 @shabnam_903 okk den call abp n spread it on allover d india n abroad as well :p,1.0,"['okk', 'den', 'call', 'abp', 'n', 'spread', 'allov', 'india', 'n', 'abroad', 'well', ':p']",okk den call abp n spread allov india n abroad well :p
@rejectzmgc thank you so much! :),1.0,"['thank', 'much', ':)']",thank much :)
@renboysa please let us know which store you will be able to visit so that we may inform them and they can be expecting you. :),1.0,"['pleas', 'let', 'us', 'know', 'store', 'abl', 'visit', 'may', 'inform', 'expect', ':)']",pleas let us know store abl visit may inform expect :)
@mikestone14  your tweet is very much appreciated! thank you for being such a dedicated member :),1.0,"['tweet', 'much', 'appreci', 'thank', 'dedic', 'member', ':)']",tweet much appreci thank dedic member :)
@machado_man4 @tashashukla @cloydrivers and freedom to hangout with whoever you want to!!!!!!!!! :),1.0,"['freedom', 'hangout', 'whoever', 'want', ':)']",freedom hangout whoever want :)
i'm liking this :),1.0,"[""i'm"", 'like', ':)']",i'm like :)
@juliangazzia hi :-) if you're looking for tourist info get our application zonzofox clicking this link http://t.co/y8yte8e9wg. bye ;-),1.0,"['hi', ':-)', 'look', 'tourist', 'info', 'get', 'applic', 'zonzofox', 'click', 'link']",hi :-) look tourist info get applic zonzofox click link
its leo season :-) ♌️,1.0,"['leo', 'season', ':-)', '♌', '️']",leo season :-) ♌ ️
"life is all about kutiyapanti :d 
i love my life for this :d",1.0,"['life', 'kutiyapanti', ':d', 'love', 'life', ':d']",life kutiyapanti :d love life :d
"@msaito6 @adeccowaytowork thank you for your support :) 

#kunoriforceo #ceo1month",1.0,"['thank', 'support', ':)', 'kunoriforceo', 'ceo', '1month']",thank support :) kunoriforceo ceo 1month
@zoeychandler6  we professional we do hits videos : wicked boomshot fuh di world even yours thank you :),1.0,"['profession', 'hit', 'video', 'wick', 'boomshot', 'fuh', 'di', 'world', 'even', 'thank', ':)']",profession hit video wick boomshot fuh di world even thank :)
"@maureenagena yeeeey, welcome to the club. its been one and a half years off whatsapp.. and i donot regret it.. :)",1.0,"['yeeey', 'welcom', 'club', 'one', 'half', 'year', 'whatsapp', '..', 'donot', 'regret', '..', ':)']",yeeey welcom club one half year whatsapp .. donot regret .. :)
@pussy_lilac no problem :) it's a pleasure ❤️,1.0,"['problem', ':)', 'pleasur', '❤', '️']",problem :) pleasur ❤ ️
@f0nzie send one please :) i wont expose or roast &lt;3,1.0,"['send', 'one', 'pleas', ':)', 'wont', 'expos', 'roast', '<3']",send one pleas :) wont expos roast <3
lemme cover u in lipstick n cran vodka :-),1.0,"['lemm', 'cover', 'u', 'lipstick', 'n', 'cran', 'vodka', ':-)']",lemm cover u lipstick n cran vodka :-)
@thekimtillman road trip!!! :d,1.0,"['road', 'trip', ':d']",road trip :d
@emily_etc i always walk past this place! may have to go in and try them for myself now ! :d,1.0,"['alway', 'walk', 'past', 'place', 'may', 'go', 'tri', ':d']",alway walk past place may go tri :d
@circuit500 yeah but now i've lost my 's - calling it a day :),1.0,"['yeah', ""i'v"", 'lost', 'call', 'day', ':)']",yeah i'v lost call day :)
"jummah mubarak to all 
remember me in your prayrs :)",1.0,"['jummah', 'mubarak', 'rememb', 'prayr', ':)']",jummah mubarak rememb prayr :)
@notjagath are you a member of හෙල හවුල by any chance? :d @chevindu,1.0,"['member', 'හෙල', 'හවුල', 'chanc', ':d']",member හෙල හවුල chanc :d
@greggsofficial i missed you baby :) #onemochaonelove,1.0,"['miss', 'babi', ':)', 'onemochaonelov']",miss babi :) onemochaonelov
yo southpaw was a great movie someone better be getting an award for it :d,1.0,"['yo', 'southpaw', 'great', 'movi', 'someon', 'better', 'get', 'award', ':d']",yo southpaw great movi someon better get award :d
the musical and human genius that is stromae! :) @stromae @sylvieyonke https://t.co/lzbswxsqo7 http://t.co/z2zzwgmom2,1.0,"['music', 'human', 'geniu', 'stroma', ':)']",music human geniu stroma :)
🔴 live @flippinginja on #younow - jonah and jareddddd :) https://t.co/finxqiptsn http://t.co/8zwxltdwdb,1.0,"['🔴', 'live', 'younow', 'jonah', 'jareddd', ':)']",🔴 live younow jonah jareddd :)
"@katiemcmillan90 &gt; message: full name, d.o.b, address, postcode and talkmobile phone number. thanks! :)",1.0,"['messag', 'full', 'name', 'b', 'address', 'postcod', 'talkmobil', 'phone', 'number', 'thank', ':)']",messag full name b address postcod talkmobil phone number thank :)
last classes this morning before two week break! :-),1.0,"['last', 'class', 'morn', 'two', 'week', 'break', ':-)']",last class morn two week break :-)
@emilybett happy happy birthday emily! :d,1.0,"['happi', 'happi', 'birthday', 'emili', ':d']",happi happi birthday emili :d
"elf fighting huha :d :)
my #teenchoice for #choiceinternationalartist is #superjunior!",1.0,"['elf', 'fight', 'huha', ':d', ':)', 'teenchoic', 'choiceinternationalartist', 'superjunior']",elf fight huha :d :) teenchoic choiceinternationalartist superjunior
"@belittle4u  i may find this very confusing :)
*just a simple wolf*",1.0,"['may', 'find', 'confus', ':)', 'simpl', 'wolf']",may find confus :) simpl wolf
@loulou_lucia nice pic :),1.0,"['nice', 'pic', ':)']",nice pic :)
@rinpunzel_ what are you promoting?:),1.0,"['promot', ':)']",promot :)
@hahahakumakichi yeah! the bird transforms into a sword. :d,1.0,"['yeah', 'bird', 'transform', 'sword', ':d']",yeah bird transform sword :d
@kareemlshenawy it is not even a real word :d,1.0,"['even', 'real', 'word', ':d']",even real word :d
"@babypuffinator it does, you could have misread worse things :p",1.0,"['could', 'misread', 'wors', 'thing', ':p']",could misread wors thing :p
@rickybaby321 it's not forwarding richard...it's 'follow' :),1.0,"['forward', 'richard', '...', 'follow', ':)']",forward richard ... follow :)
"@lazariwilliams hey, you like fnaf? check out our youtube channel! https://t.co/sc9kdhavix :) via http://t.co/j3sxzzg7cu",1.0,"['hey', 'like', 'fnaf', 'check', 'youtub', 'channel']",hey like fnaf check youtub channel
"yup, happen everywhere when people cant debate they come to name calling :-)  https://t.co/drimwpj7on",1.0,"['yup', 'happen', 'everywher', 'peopl', 'cant', 'debat', 'come', 'name', 'call', ':-)']",yup happen everywher peopl cant debat come name call :-)
just need to get through work today then to ibiza! :):):) #birthdaymoneyforjesusjuice,1.0,"['need', 'get', 'work', 'today', 'ibiza', ':)', ':)', ':)', 'birthdaymoneyforjesusjuic']",need get work today ibiza :) :) :) birthdaymoneyforjesusjuic
@lvshak @allysonmarty anytime :),1.0,"['anytim', ':)']",anytim :)
"@puppyshogun mistakes happen man, as long as we get to play the game, we'll be happy :)",1.0,"['mistak', 'happen', 'man', 'long', 'get', 'play', 'game', ""we'll"", 'happi', ':)']",mistak happen man long get play game we'll happi :)
"@mathpro314 hey, wanna check out our ytb channel? we post gameplays &amp; tutorials! https://t.co/sc9kdhavix :) via http://t.co/j3sxzzg7cu",1.0,"['hey', 'wanna', 'check', 'ytb', 'channel', 'post', 'gameplay', 'tutori']",hey wanna check ytb channel post gameplay tutori
on this one constructive criticism welcomed :) #ganesha #texture #photography #art #hinduism #hindugod #elephantgod http://t.co/qfhf2zukib,1.0,"['one', 'construct', 'critic', 'welcom', ':)', 'ganesha', 'textur', 'photographi', 'art', 'hinduism', 'hindugod', 'elephantgod']",one construct critic welcom :) ganesha textur photographi art hinduism hindugod elephantgod
@sleekstudioz yes and you've always been selfish as fuck :),1.0,"['ye', 'alway', 'selfish', 'fuck', ':)']",ye alway selfish fuck :)
"@manglethelover hey, you like fnaf? check out our youtube channel! https://t.co/sc9kdhavix :) via http://t.co/j3sxzzg7cu",1.0,"['hey', 'like', 'fnaf', 'check', 'youtub', 'channel']",hey like fnaf check youtub channel
i want to create the first #bboying #cardgame with #pixelart #gamedesign :d!!!! what do you think ?? #indiedev #pixel_dailies #gamedev,1.0,"['want', 'creat', 'first', 'bboy', 'cardgam', 'pixelart', 'gamedesign', ':d', 'think', 'indiedev', 'pixel_daili', 'gamedev']",want creat first bboy cardgam pixelart gamedesign :d think indiedev pixel_daili gamedev
@xemig sounds still like a good idea :),1.0,"['sound', 'still', 'like', 'good', 'idea', ':)']",sound still like good idea :)
"there are no limits. there are only plateaus, and you must not stay there, you must go beyond them. :) _ bruce lee",1.0,"['limit', 'plateau', 'must', 'stay', 'must', 'go', 'beyond', ':)', 'bruce', 'lee']",limit plateau must stay must go beyond :) bruce lee
mans singing under the rain :) https://t.co/uj3mnlajmo,1.0,"['man', 'sing', 'rain', ':)']",man sing rain :)
laguna again.  :) see you,1.0,"['laguna', ':)', 'see']",laguna :) see
"@kanhajigi :))
time nhi tha office work bahot tha so
10 baje raat ko liya tha hath me try to create best.
but 2 ghante me itna hi bana paya",1.0,"[':)', 'time', 'nhi', 'tha', 'offic', 'work', 'bahot', 'tha', '10', 'baje', 'raat', 'ko', 'liya', 'tha', 'hath', 'tri', 'creat', 'best', '2', 'ghant', 'itna', 'hi', 'bana', 'paya']",:) time nhi tha offic work bahot tha 10 baje raat ko liya tha hath tri creat best 2 ghant itna hi bana paya
"@melfoster666 that's not true.
i can quit whenever i want to.
:d",1.0,"[""that'"", 'true', 'quit', 'whenev', 'want', ':d']",that' true quit whenev want :d
@brtoon  thank you :) out and about there this weekend so will try my best :) !,1.0,"['thank', ':)', 'weekend', 'tri', 'best', ':)']",thank :) weekend tri best :)
if u like uta read the manga :-))) you'll love him even more :-))) haha yeah,1.0,"['u', 'like', 'uta', 'read', 'manga', ':-)', 'love', 'even', ':-)', 'haha', 'yeah']",u like uta read manga :-) love even :-) haha yeah
family hang out :) ^_^ — feeling festive at jamuna future park http://t.co/cxqxiniqji,1.0,"['famili', 'hang', ':)', '—', 'feel', 'festiv', 'jamuna', 'futur', 'park']",famili hang :) — feel festiv jamuna futur park
those who move forward with a happy spirit will find that things always work out \:)/,1.0,"['move', 'forward', 'happi', 'spirit', 'find', 'thing', 'alway', 'work', '\\:']",move forward happi spirit find thing alway work \:
"@swiftblablacat remember when she sent out all those presents last christmas?? that was dubbed ""swiftmas"" :)",1.0,"['rememb', 'sent', 'present', 'last', 'christma', 'dub', 'swiftma', ':)']",rememb sent present last christma dub swiftma :)
@pop_ruth you miss this! :-) http://t.co/upxtepl57y,1.0,"['miss', ':-)']",miss :-)
super proud of @astonmerrygold :),1.0,"['super', 'proud', ':)']",super proud :)
"@elledonnellyx @beverleyknight @mattcardle lovely pics, @memphismusical a fab show :-) x",1.0,"['love', 'pic', 'fab', 'show', ':-)', 'x']",love pic fab show :-) x
morning :),1.0,"['morn', ':)']",morn :)
"@tilion_idk in tha at case, trion and their interactions on the forums and on twitch. :)",1.0,"['tha', 'case', 'trion', 'interact', 'forum', 'twitch', ':)']",tha case trion interact forum twitch :)
@roma_cream that's the spirit :) #wsalelove,1.0,"[""that'"", 'spirit', ':)', 'wsalelov']",that' spirit :) wsalelov
@omgitsbern_92  all sorted in the early hours. thanks again for your help &amp; raising the initial issue. makes the community what it is :),1.0,"['sort', 'earli', 'hour', 'thank', 'help', 'rais', 'initi', 'issu', 'make', 'commun', ':)']",sort earli hour thank help rais initi issu make commun :)
"@demoorsophie hii, can you follow me, please? i'd like ask you one thing in dm :)💞",1.0,"['hii', 'follow', 'pleas', ""i'd"", 'like', 'ask', 'one', 'thing', 'dm', ':)', '💞']",hii follow pleas i'd like ask one thing dm :) 💞
@haleyannmcallum happy b-day :),1.0,"['happi', 'b-day', ':)']",happi b-day :)
@jenlawus that's disgusting so glad you have your acc back :) i hope they get what they deserve,1.0,"[""that'"", 'disgust', 'glad', 'acc', 'back', ':)', 'hope', 'get', 'deserv']",that' disgust glad acc back :) hope get deserv
back to 80s?! a brand new #commodore64 programming community is in town now!!!!  :) &gt;&gt;12th august @techspacekrk http://t.co/zas2l96ljt,1.0,"['back', '80', 'brand', 'new', 'commodor', '64', 'program', 'commun', 'town', ':)', '12th', 'august']",back 80 brand new commodor 64 program commun town :) 12th august
@alejandrinar32 okay :),1.0,"['okay', ':)']",okay :)
@vadervanodin im wearing mine when i dj next fri :-),1.0,"['im', 'wear', 'mine', 'dj', 'next', 'fri', ':-)']",im wear mine dj next fri :-)
@annabelarrowsmi thank you for taking the time to tweet us annabel! we'll pass this on to our london bridge team :),1.0,"['thank', 'take', 'time', 'tweet', 'us', 'annabel', ""we'll"", 'pass', 'london', 'bridg', 'team', ':)']",thank take time tweet us annabel we'll pass london bridg team :)
@dailybblife @juliztwinsbb he already does :),1.0,"['alreadi', ':)']",alreadi :)
"i am in every way like jess. :)
http://t.co/otgcww1guu",1.0,"['everi', 'way', 'like', 'jess', ':)']",everi way like jess :)
@cococuscino happy friday! :),1.0,"['happi', 'friday', ':)']",happi friday :)
"short, routine #quest from #borderlands :) #wanderrook http://t.co/napmqm2do6",1.0,"['short', 'routin', 'quest', 'borderland', ':)', 'wanderrook']",short routin quest borderland :) wanderrook
@davidrmoloney thanks for that. you've made my day! :) let's organise a meeting soon. are you based in london?,1.0,"['thank', 'made', 'day', ':)', ""let'"", 'organis', 'meet', 'soon', 'base', 'london']",thank made day :) let' organis meet soon base london
i'm that person that has to workout and eat healthy because the minute i don't i gain weight :-),1.0,"[""i'm"", 'person', 'workout', 'eat', 'healthi', 'minut', 'gain', 'weight', ':-)']",i'm person workout eat healthi minut gain weight :-)
"gm 
 meet my precious 
my soft lady  my real friend        mizz precious :) ;):*      

how many likes for her no... http://t.co/g9f2cwo6wz",1.0,"['gm', 'meet', 'preciou', 'soft', 'ladi', 'real', 'friend', 'mizz', 'preciou', ':)', ';)', 'mani', 'like', '...']",gm meet preciou soft ladi real friend mizz preciou :) ;) mani like ...
"@iamahmadshahzad aameen..:)
long live pakistan..#bleedgreen..✌🏻️",1.0,"['aameen', '..', ':)', 'long', 'live', 'pakistan', '..', 'bleedgreen', '..', '✌🏻', '️']",aameen .. :) long live pakistan .. bleedgreen .. ✌🏻 ️
@jibang88 already following you back oppa :),1.0,"['alreadi', 'follow', 'back', 'oppa', ':)']",alreadi follow back oppa :)
liam and sophia in chicago :) ♥ https://t.co/grd53ka2g5,1.0,"['liam', 'sophia', 'chicago', ':)', '♥']",liam sophia chicago :) ♥
"@im_soexcited @alamocitycon btw, about that honeymoon :) these are for you. http://t.co/fvyav8v0yo",1.0,"['btw', 'honeymoon', ':)']",btw honeymoon :)
"@charles_lister yeah, bring the boom to da'esh while co-ord with the fsa. #estatic :)",1.0,"['yeah', 'bring', 'boom', ""da'esh"", 'co-ord', 'fsa', 'estat', ':)']",yeah bring boom da'esh co-ord fsa estat :)
"@brandonherrigan welcome :), when's your next meet ?",1.0,"['welcom', ':)', ""when'"", 'next', 'meet']",welcom :) when' next meet
"singer dusty in tunisia &lt;3 music for tunisia &lt;3 it was wonderful, very nice people :-) &lt;3

youtube:... http://t.co/859xgmz1w9",1.0,"['singer', 'dusti', 'tunisia', '<3', 'music', 'tunisia', '<3', 'wonder', 'nice', 'peopl', ':-)', '<3', 'youtub', '...']",singer dusti tunisia <3 music tunisia <3 wonder nice peopl :-) <3 youtub ...
@el_crd2601  la class's :p,1.0,"['la', ""class'"", ':p']",la class' :p
@notthatbobjames hahaha go doug! :-),1.0,"['hahaha', 'go', 'doug', ':-)']",hahaha go doug :-)
"@fionabunn1 forgot to ask, but may i post it on fb? happy friday :-)",1.0,"['forgot', 'ask', 'may', 'post', 'fb', 'happi', 'friday', ':-)']",forgot ask may post fb happi friday :-)
@amorecrudele visit my blog http://t.co/uzoaqrowkx thanks :d,1.0,"['visit', 'blog']",visit blog
when everyone is fuckin irritating :),1.0,"['everyon', 'fuckin', 'irrit', ':)']",everyon fuckin irrit :)
"that also means, imma go back to being more twitter active :d
cause i know everyone missed me ;) xd",1.0,"['also', 'mean', 'imma', 'go', 'back', 'twitter', 'activ', ':d', 'caus', 'know', 'everyon', 'miss', ';)', 'xd']",also mean imma go back twitter activ :d caus know everyon miss ;) xd
@nehamschamaria @euphonious_tone hello ladies! apologies for the delay. please dm us your address size details and we'll ship the prizes. :),1.0,"['hello', 'ladi', 'apolog', 'delay', 'pleas', 'dm', 'us', 'address', 'size', 'detail', ""we'll"", 'ship', 'prize', ':)']",hello ladi apolog delay pleas dm us address size detail we'll ship prize :)
here &gt;&gt; free $5 voucher for my twitter friends to use on fiverr :) https://t.co/ozkehcy9ml http://t.co/nfdshggvv7,1.0,"['free', '5', 'voucher', 'twitter', 'friend', 'use', 'fiverr', ':)']",free 5 voucher twitter friend use fiverr :)
"@awad_gina @phonicfm @womenawards oh gina, you have been busy :-) can't wait to see you and hear all xxx #soproud",1.0,"['oh', 'gina', 'busi', ':-)', ""can't"", 'wait', 'see', 'hear', 'xxx', 'soproud']",oh gina busi :-) can't wait see hear xxx soproud
happy friday everyone! we hope you've all had a fantastic week! :) #friday http://t.co/0atadplkmf,1.0,"['happi', 'friday', 'everyon', 'hope', 'fantast', 'week', ':)', 'friday']",happi friday everyon hope fantast week :) friday
yes the one and only team :) https://t.co/q81lmmtmxm,1.0,"['ye', 'one', 'team', ':)']",ye one team :)
@johannaturbo88 happy belated birthday sweetie :),1.0,"['happi', 'belat', 'birthday', 'sweeti', ':)']",happi belat birthday sweeti :)
@cottypne @paulpne70 @trekkingpaul @charlvdh @fcpne @pneshirley @mandajohnstone @yvonneorr @gem_pnefc @kimramshead morning emma :),1.0,"['morn', 'emma', ':)']",morn emma :)
@mayusushita @dildeewana_ @sonalp2591 @deepti_ahmd @armansushita8 thanks guys :),1.0,"['thank', 'guy', ':)']",thank guy :)
@carterreynolds @hankgreen then why would he say they did? :-),1.0,"['would', 'say', ':-)']",would say :-)
love makes two hearts one. :),1.0,"['love', 'make', 'two', 'heart', 'one', ':)']",love make two heart one :)
@teamgtwy thanks for adding us to your list! :) make sure to keep in touch for more news of our light bulbs made from corn waste.,1.0,"['thank', 'ad', 'us', 'list', ':)', 'make', 'sure', 'keep', 'touch', 'news', 'light', 'bulb', 'made', 'corn', 'wast']",thank ad us list :) make sure keep touch news light bulb made corn wast
@mrsbee21 thanks mrs bee!! xxx :-),1.0,"['thank', 'mr', 'bee', 'xxx', ':-)']",thank mr bee xxx :-)
"@mrstethompson thankyou :) 
@bcmz_uk @msmmango @tina_baines @crownsheringham @lastminuteusvac",1.0,"['thankyou', ':)']",thankyou :)
@tsad close enought ? :),1.0,"['close', 'enought', ':)']",close enought :)
@thetwohalvesale good luck...another potential favourite watering hole :-),1.0,"['good', 'luck', '...', 'anoth', 'potenti', 'favourit', 'water', 'hole', ':-)']",good luck ... anoth potenti favourit water hole :-)
bad boys :) #burgers #melbourneburgers https://t.co/tyd88wr40d,1.0,"['bad', 'boy', ':)', 'burger', 'melbourneburg']",bad boy :) burger melbourneburg
who wants to ft me and arianna :-),1.0,"['want', 'ft', 'arianna', ':-)']",want ft arianna :-)
everyone follow @cruelgamingclan :),1.0,"['everyon', 'follow', ':)']",everyon follow :)
"@lesholly20 hey lesley, so sorry they did not get to you, i shall send you some more out in the post tonight :)",1.0,"['hey', 'lesley', 'sorri', 'get', 'shall', 'send', 'post', 'tonight', ':)']",hey lesley sorri get shall send post tonight :)
thank you esai :-),1.0,"['thank', 'esai', ':-)']",thank esai :-)
@shartyboy thanks for texting me back :)) i'm not texting you tomorrow :)),1.0,"['thank', 'text', 'back', ':)', ""i'm"", 'text', 'tomorrow', ':)']",thank text back :) i'm text tomorrow :)
i unfollow back :),1.0,"['unfollow', 'back', ':)']",unfollow back :)
"@hantsonlyteam hope you are enjoying your stay in rotterdam. and now you know how to cheer on ""our"" jordy clasie :)",1.0,"['hope', 'enjoy', 'stay', 'rotterdam', 'know', 'cheer', 'jordi', 'clasi', ':)']",hope enjoy stay rotterdam know cheer jordi clasi :)
@thingforasians hi my hot girl did i say how very hot and horny you are darling xx :) ♥,1.0,"['hi', 'hot', 'girl', 'say', 'hot', 'horni', 'darl', 'xx', ':)', '♥']",hi hot girl say hot horni darl xx :) ♥
@babynizayn sure. done. :),1.0,"['sure', 'done', ':)']",sure done :)
@denisealicia_ if the salon bleaches your hair with olaplex it won't damage it like at all :),1.0,"['salon', 'bleach', 'hair', 'olaplex', 'damag', 'like', ':)']",salon bleach hair olaplex damag like :)
"it's all about teamwork, right? :d #zitecofficestories http://t.co/ycva2v6ecq",1.0,"['teamwork', 'right', ':d', 'zitecofficestori']",teamwork right :d zitecofficestori
#ff #happyfriday @sagevatic  @marchicristian @bounceroriginal @beenfingered @dj_mando_off have a great #friday :-),1.0,"['ff', 'happyfriday', 'great', 'friday', ':-)']",ff happyfriday great friday :-)
@javsnh sure :),1.0,"['sure', ':)']",sure :)
"@sbs_mtv #다쇼 #got7  

let's have got7 facts :)",1.0,"['다쇼', 'got', '7', ""let'"", 'got', '7', 'fact', ':)']",다쇼 got 7 let' got 7 fact :)
@monkeymademe the @raspjamberlin is still on tomorrow? a work colleague is interested in bringing his kid along :) can point him to eb page,1.0,"['still', 'tomorrow', 'work', 'colleagu', 'interest', 'bring', 'kid', 'along', ':)', 'point', 'eb', 'page']",still tomorrow work colleagu interest bring kid along :) point eb page
@krigsmamma tack &lt;3 :d,1.0,"['tack', '<3', ':d']",tack <3 :d
t'would not be a tweetup without you @coleman_21 you are  booked on @sabrina_boat rest assured. @mbutlercoleshr we have you booked on too :),1.0,"[""t'would"", 'tweetup', 'without', 'book', 'rest', 'assur', 'book', ':)']",t'would tweetup without book rest assur book :)
thank you so much @abctv - i didn't know the greatest magical detective #jonathancreek was back on tv! off to set the dvr now!! :),1.0,"['thank', 'much', 'know', 'greatest', 'magic', 'detect', 'jonathancreek', 'back', 'tv', 'set', 'dvr', ':)']",thank much know greatest magic detect jonathancreek back tv set dvr :)
getting home at 4 waking up at 9 :):),1.0,"['get', 'home', '4', 'wake', '9', ':)', ':)']",get home 4 wake 9 :) :)
@katcrisp1 thanks for taking time to tweet this kat :),1.0,"['thank', 'take', 'time', 'tweet', 'kat', ':)']",thank take time tweet kat :)
@mogadeet it's been a lot rarer in my life than on twitter :),1.0,"['lot', 'rarer', 'life', 'twitter', ':)']",lot rarer life twitter :)
okkkk frends milte h break k bad :),1.0,"['okkk', 'frend', 'milt', 'h', 'break', 'k', 'bad', ':)']",okkk frend milt h break k bad :)
what could be more fun than a sexy girl? two sexy girls :) 👉 http://t.co/s7kw8wesbs 👈😘 http://t.co/p7entlcsum,1.0,"['could', 'fun', 'sexi', 'girl', 'two', 'sexi', 'girl', ':)', '👉']",could fun sexi girl two sexi girl :) 👉
@spongezim .. thank you mario... have a wonderful friday.... :)),1.0,"['..', 'thank', 'mario', '...', 'wonder', 'friday', '...', ':)']",.. thank mario ... wonder friday ... :)
@daniilarkin1 have fun danielle! hope it goes well :-),1.0,"['fun', 'daniel', 'hope', 'goe', 'well', ':-)']",fun daniel hope goe well :-)
@amyewest thanks! i hope you've got a good book to keep you company. :-),1.0,"['thank', 'hope', 'got', 'good', 'book', 'keep', 'compani', ':-)']",thank hope got good book keep compani :-)
"@iflixph yeah i've watched them before but of course rewatches will now be ad free and faster i hope :) thank you, i look forward to more!",1.0,"['yeah', ""i'v"", 'watch', 'cours', 'rewatch', 'ad', 'free', 'faster', 'hope', ':)', 'thank', 'look', 'forward']",yeah i'v watch cours rewatch ad free faster hope :) thank look forward
@yusufyuie priced around 1600. i'm gonna forward you some info about it to your email so you can decide if you're interested :),1.0,"['price', 'around', '1600', ""i'm"", 'gonna', 'forward', 'info', 'email', 'decid', 'interest', ':)']",price around 1600 i'm gonna forward info email decid interest :)
@tangerinebean has a got out of bed yet? :-),1.0,"['got', 'bed', 'yet', ':-)']",got bed yet :-)
"@pottorty awwww! sige next time u know na punta kayo dun, imma make sure na we'll go din! :-)",1.0,"['awww', 'sige', 'next', 'time', 'u', 'know', 'na', 'punta', 'kayo', 'dun', 'imma', 'make', 'sure', 'na', ""we'll"", 'go', 'din', ':-)']",awww sige next time u know na punta kayo dun imma make sure na we'll go din :-)
@tributes4u sure thing :) x,1.0,"['sure', 'thing', ':)', 'x']",sure thing :) x
...because it's friday :d (y) http://t.co/md55nizenq,1.0,"['...', 'friday', ':d']",... friday :d
"@comicbookhes of course, i would like that :) x",1.0,"['cours', 'would', 'like', ':)', 'x']",cours would like :) x
@lolarnav noooo i didnt even know thats how you actually typed it out i googled :),1.0,"['nooo', 'didnt', 'even', 'know', 'that', 'actual', 'type', 'googl', ':)']",nooo didnt even know that actual type googl :)
i found my prompt :-) http://t.co/f2hu2dalox,1.0,"['found', 'prompt', ':-)']",found prompt :-)
just chillin w/ my salmon :),1.0,"['chillin', 'w', 'salmon', ':)']",chillin w salmon :)
"to see beauty, you have to believe in its existence first :)",1.0,"['see', 'beauti', 'believ', 'exist', 'first', ':)']",see beauti believ exist first :)
"@jay_05_ hi j, you can upgrade from t-mobile, orange or ee with us. dm your mobile number to me and i'll ask sales to call you :)",1.0,"['hi', 'j', 'upgrad', 't-mobil', 'orang', 'ee', 'us', 'dm', 'mobil', 'number', ""i'll"", 'ask', 'sale', 'call', ':)']",hi j upgrad t-mobil orang ee us dm mobil number i'll ask sale call :)
"@vickybeeching congratulations, really looking forward to the book and some good sunday morning viewing. that's an awesome teapot btw :-) x",1.0,"['congratul', 'realli', 'look', 'forward', 'book', 'good', 'sunday', 'morn', 'view', ""that'"", 'awesom', 'teapot', 'btw', ':-)', 'x']",congratul realli look forward book good sunday morn view that' awesom teapot btw :-) x
"three refreshing cocktails for an even «hotter» summer! which one suits you? :)
#londoutrading #cocktails http://t.co/jhjvzhoxlq",1.0,"['three', 'refresh', 'cocktail', 'even', '«', 'hotter', '»', 'summer', 'one', 'suit', ':)', 'londoutrad', 'cocktail']",three refresh cocktail even « hotter » summer one suit :) londoutrad cocktail
i love you :) &lt;3,1.0,"['love', ':)', '<3']",love :) <3
@hinanrana wip. let me get a few things tweaked and i'll link you up :) max kal tak.,1.0,"['wip', 'let', 'get', 'thing', 'tweak', ""i'll"", 'link', ':)', 'max', 'kal', 'tak']",wip let get thing tweak i'll link :) max kal tak
@browhausuk fab giveaway :),1.0,"['fab', 'giveaway', ':)']",fab giveaway :)
@pxc_macavity in case you didn't.. it's on my facebook wall. :p,1.0,"['case', '..', 'facebook', 'wall', ':p']",case .. facebook wall :p
stats for the week have arrived. 3 new followers and no unfollowers :) via http://t.co/vha72j8cqp.,1.0,"['stat', 'week', 'arriv', '3', 'new', 'follow', 'unfollow', ':)', 'via']",stat week arriv 3 new follow unfollow :) via
home alone :d,1.0,"['home', 'alon', ':d']",home alon :d
@emilybett wishing you a happy birthday have an awesome fun filled day :d,1.0,"['wish', 'happi', 'birthday', 'awesom', 'fun', 'fill', 'day', ':d']",wish happi birthday awesom fun fill day :d
